Date,Ticker,Action,Strike,Qty,Price,Total_Flow,Realized_PnL,Notes
2005-10-27,CAT,STOCK_BUY_ASSIGN,0.0,100,49.9,-499000.02,0.0,Bought at Strike 57.19
2005-10-27,INTC,BTC_PROFIT,23.97,2,0.12,23.07,21.7,Profit: 51.3%
2005-10-27,INTC,SELL_CALL,23.65,2,0.22,43.55,0.0,Covered Call
2005-10-27,CAT,SELL_CALL,54.18,1,1.15,114.84,0.0,Covered Call
2005-10-28,MRK,BTC_PROFIT,26.14,2,0.1,19.28,107.55,Profit: 85.1%
2005-10-28,MCD,SELL_PUT,30.5,2,0.95,190.08,0.0,IV: 33.48%
2005-11-01,VRTX,BTC_PROFIT,20.43,3,0.4,119.84,189.64,Profit: 61.8%
2005-11-01,ADBE,BTC_PROFIT,30.23,2,0.51,102.23,137.23,Profit: 57.8%
2005-11-01,VRTX,SELL_PUT,21.11,3,1.28,383.56,0.0,IV: 61.01%
2005-11-01,CVX,SELL_PUT,54.44,1,1.5,149.73,0.0,IV: 31.14%
2005-11-03,MCD,BTC_PROFIT,30.5,2,0.41,82.85,104.63,Profit: 56.4%
2005-11-03,QCOM,SELL_PUT,41.13,1,1.62,161.69,0.0,IV: 40.94%
2005-11-09,SLB,BTC_PROFIT,39.27,1,0.07,7.32,81.39,Profit: 91.9%
2005-11-09,VRTX,BTC_PROFIT,21.11,3,0.59,176.74,202.92,Profit: 53.9%
2005-11-09,VRTX,SELL_PUT,23.12,3,1.38,415.35,0.0,IV: 60.57%
2005-11-09,SLB,SELL_PUT,43.92,1,1.39,138.93,0.0,IV: 33.83%
2005-11-10,BA,BTC_PROFIT,64.77,1,0.45,45.23,72.85,Profit: 62.1%
2005-11-10,AMGN,SELL_PUT,77.26,1,2.24,223.89,0.0,IV: 32.11%
2005-11-11,BLK,BTC_PROFIT,86.51,1,0.15,15.48,253.82,Profit: 94.3%
2005-11-11,BLK,SELL_PUT,95.95,1,2.82,281.95,0.0,IV: 32.20%
2005-11-14,TXN,EXPIRED_ASSIGNED,32.36,2,0.0,0.0,130.38,Assigned Shares
2005-11-14,TXN,STOCK_BUY_ASSIGN,0.0,200,31.88,-637599.98,0.0,Bought at Strike 32.36
2005-11-14,AMD,BTC_PROFIT,24.23,3,0.26,79.34,145.8,Profit: 65.4%
2005-11-14,TXN,SELL_CALL,34.94,2,0.83,165.86,0.0,Covered Call
2005-11-14,AMD,SELL_PUT,22.85,3,1.19,357.33,0.0,IV: 53.52%
2005-11-17,EOG,EXPIRED_ASSIGNED,36.88,2,0.0,0.0,191.55,Assigned Shares
2005-11-17,EOG,STOCK_BUY_ASSIGN,0.0,200,34.78,-695700.0,0.0,Bought at Strike 36.88
2005-11-17,XOM,BTC_PROFIT,56.26,1,0.6,60.01,62.71,Profit: 51.6%
2005-11-17,VRTX,BTC_PROFIT,23.12,3,0.49,145.73,265.72,Profit: 64.9%
2005-11-17,EOG,SELL_CALL,39.53,2,1.15,230.81,0.0,Covered Call
2005-11-17,VRTX,SELL_PUT,24.41,3,1.01,302.86,0.0,IV: 42.22%
2005-11-17,UNH,SELL_PUT,57.59,1,1.48,147.69,0.0,IV: 29.90%
2005-11-21,AMD,BTC_PROFIT,22.85,3,0.5,150.75,202.68,Profit: 57.8%
2005-11-21,AMD,SELL_PUT,24.99,3,1.28,383.88,0.0,IV: 50.63%
2005-11-25,CVX,BTC_PROFIT,54.44,1,0.41,40.87,107.56,Profit: 72.7%
2005-11-25,MCD,SELL_PUT,31.94,2,0.81,162.91,0.0,IV: 27.62%
2005-11-28,QCOM,BTC_PROFIT,41.13,1,0.38,38.49,121.89,Profit: 76.2%
2005-11-28,AMD,BTC_PROFIT,24.99,3,0.61,181.97,198.01,Profit: 52.6%
2005-11-28,QCOM,SELL_PUT,43.02,1,1.63,162.72,0.0,IV: 39.92%
2005-11-28,AMD,SELL_PUT,25.02,3,0.71,212.17,0.0,IV: 31.58%
2005-12-01,MCD,BTC_PROFIT,31.94,2,0.34,67.87,92.44,Profit: 58.3%
2005-12-01,MCD,SELL_PUT,33.72,2,0.89,178.66,0.0,IV: 28.32%
2005-12-02,SLB,BTC_PROFIT,43.92,1,0.11,10.98,126.65,Profit: 92.1%
2005-12-02,SLB,SELL_PUT,47.25,1,1.2,120.15,0.0,IV: 27.58%
2005-12-05,AMGN,BTC_PROFIT,77.26,1,0.86,86.26,136.33,Profit: 61.5%
2005-12-05,BLK,BTC_PROFIT,95.95,1,0.07,7.25,273.41,Profit: 97.4%
2005-12-05,SBUX,SELL_PUT,15.25,5,0.38,190.06,0.0,IV: 27.34%
2005-12-05,ADBE,SELL_PUT,33.65,2,0.79,158.83,0.0,IV: 26.42%
2005-12-08,TXN,BTC_PROFIT,34.94,2,0.21,42.41,120.85,Profit: 74.4%
2005-12-08,TXN,SELL_CALL,34.77,2,0.6,119.49,0.0,Covered Call
2005-12-12,INTC,CALLED_AWAY,23.65,2,0.0,0.0,42.25,Shares Sold
2005-12-12,INTC,STOCK_SELL_CALL,0.0,200,26.62,532400.02,0.0,Sold at Strike 23.65
2005-12-12,CAT,CALLED_AWAY,54.18,1,0.0,0.0,114.19,Shares Sold
2005-12-12,CAT,STOCK_SELL_CALL,0.0,100,58.03,580299.99,0.0,Sold at Strike 54.18
2005-12-12,VRTX,BTC_PROFIT,24.41,3,0.32,95.01,203.95,Profit: 68.6%
2005-12-12,UNH,BTC_PROFIT,57.59,1,0.14,13.52,132.87,Profit: 90.8%
2005-12-12,SLB,BTC_PROFIT,47.25,1,0.58,58.27,60.58,Profit: 51.5%
2005-12-12,VRTX,SELL_PUT,24.79,3,0.83,248.5,0.0,IV: 34.95%
2005-12-12,MRK,SELL_PUT,25.88,3,0.61,182.32,0.0,IV: 26.32%
2005-12-12,INTC,SELL_PUT,25.41,3,0.56,168.71,0.0,IV: 25.47%
2005-12-12,BLK,SELL_PUT,105.47,1,2.18,217.52,0.0,IV: 24.47%
2005-12-12,SLB,SELL_PUT,47.97,1,0.96,96.12,0.0,IV: 24.08%
2005-12-15,VRTX,BTC_PROFIT,24.79,3,0.37,111.85,132.75,Profit: 55.0%
2005-12-15,MRK,BTC_PROFIT,25.88,3,0.28,84.56,93.86,Profit: 53.6%
2005-12-15,VRTX,SELL_PUT,26.16,3,0.79,237.45,0.0,IV: 32.90%
2005-12-15,MRK,SELL_PUT,27.12,2,0.64,127.67,0.0,IV: 26.33%
2005-12-19,MRK,BTC_PROFIT,27.12,2,0.3,59.74,65.33,Profit: 53.2%
2005-12-19,MRK,SELL_PUT,29.06,2,0.84,168.31,0.0,IV: 32.07%
2005-12-21,QCOM,BTC_PROFIT,43.02,1,0.49,48.89,112.53,Profit: 70.0%
2005-12-21,AMD,BTC_PROFIT,25.02,3,0.06,17.93,190.34,Profit: 91.6%
2005-12-21,AMD,SELL_PUT,27.71,2,0.88,176.48,0.0,IV: 33.92%
2005-12-21,AMGN,SELL_PUT,76.29,1,1.61,160.55,0.0,IV: 22.58%
2005-12-22,EOG,BTC_PROFIT,39.53,2,0.48,95.45,132.75,Profit: 58.6%
2005-12-22,EOG,SELL_CALL,41.67,2,0.97,193.11,0.0,Covered Call
2005-12-27,AMD,BTC_PROFIT,27.71,2,0.39,77.72,96.17,Profit: 56.0%
2005-12-27,EOG,BTC_PROFIT,41.67,2,0.47,94.51,96.0,Profit: 51.1%
2005-12-27,EOG,SELL_CALL,39.81,2,0.94,188.11,0.0,Covered Call
2005-12-27,AMD,SELL_PUT,29.47,2,0.97,193.11,0.0,IV: 34.44%
2006-01-03,ADBE,BTC_PROFIT,33.65,2,0.19,38.84,117.39,Profit: 75.5%
2006-01-03,ADBE,SELL_PUT,35.6,2,1.41,282.66,0.0,IV: 43.34%
2006-01-04,SBUX,BTC_PROFIT,15.25,5,0.13,66.54,117.02,Profit: 65.0%
2006-01-04,BLK,BTC_PROFIT,105.47,1,0.84,83.99,132.22,Profit: 61.4%
2006-01-04,SLB,BTC_PROFIT,47.97,1,0.37,37.43,57.39,Profit: 61.1%
2006-01-04,SLB,SELL_PUT,49.46,1,1.32,132.43,0.0,IV: 30.61%
2006-01-04,SBUX,SELL_PUT,15.12,5,0.3,150.05,0.0,IV: 23.84%
2006-01-04,CAT,SELL_PUT,57.17,1,1.24,123.96,0.0,IV: 22.96%
2006-01-05,AMD,BTC_PROFIT,29.47,2,0.46,91.21,99.3,Profit: 52.8%
2006-01-05,AMD,SELL_PUT,31.47,2,1.18,236.85,0.0,IV: 39.78%
2006-01-06,MCD,BTC_PROFIT,33.72,2,0.37,74.64,101.41,Profit: 58.2%
2006-01-06,INTC,BTC_PROFIT,25.41,3,0.23,69.47,95.34,Profit: 58.8%
2006-01-06,QCOM,SELL_PUT,45.21,1,0.95,94.56,0.0,IV: 24.61%
2006-01-06,AMAT,SELL_PUT,18.69,4,0.41,165.27,0.0,IV: 23.17%
2006-01-09,VRTX,BTC_PROFIT,26.16,3,0.01,3.66,229.88,Profit: 98.5%
2006-01-09,CAT,BTC_PROFIT,57.17,1,0.59,59.22,63.45,Profit: 52.2%
2006-01-09,VRTX,SELL_PUT,30.93,2,1.04,208.38,0.0,IV: 37.25%
2006-01-09,CAT,SELL_PUT,59.37,1,1.3,130.33,0.0,IV: 23.14%
2006-01-11,TXN,BTC_PROFIT,34.77,2,0.29,57.96,58.93,Profit: 51.5%
2006-01-11,MRK,BTC_PROFIT,29.06,2,0.18,36.15,129.56,Profit: 78.5%
2006-01-11,AMD,BTC_PROFIT,31.47,2,0.54,107.72,126.53,Profit: 54.5%
2006-01-11,AMAT,BTC_PROFIT,18.69,4,0.14,56.22,103.85,Profit: 66.0%
2006-01-11,TXN,SELL_CALL,36.02,2,0.56,112.01,0.0,Covered Call
2006-01-11,AMD,SELL_PUT,33.89,2,1.35,270.04,0.0,IV: 41.21%
2006-01-11,MRK,SELL_PUT,30.15,2,0.76,152.84,0.0,IV: 29.72%
2006-01-11,AMAT,SELL_PUT,19.71,4,0.41,165.18,0.0,IV: 24.68%
2006-01-17,TXN,BTC_PROFIT,36.02,2,0.13,26.27,83.14,Profit: 76.5%
2006-01-17,TXN,SELL_CALL,34.03,2,0.54,107.21,0.0,Covered Call
2006-01-18,AMGN,BTC_PROFIT,76.29,1,0.77,77.1,82.15,Profit: 52.0%
2006-01-18,VRTX,BTC_PROFIT,30.93,2,0.49,97.96,107.82,Profit: 53.0%
2006-01-18,INTC,SELL_PUT,21.12,3,0.73,218.07,0.0,IV: 37.69%
2006-01-18,VRTX,SELL_PUT,32.45,2,1.09,218.35,0.0,IV: 35.03%
2006-01-24,TXN,BTC_PROFIT,34.03,2,0.15,30.3,74.31,Profit: 71.7%
2006-01-24,TXN,SELL_CALL,32.4,2,0.52,104.72,0.0,Covered Call
2006-01-26,ADBE,BTC_PROFIT,35.6,2,0.68,135.21,144.85,Profit: 52.2%
2006-01-26,ADBE,SELL_PUT,36.22,2,1.54,308.31,0.0,IV: 42.98%
2006-01-27,SLB,BTC_PROFIT,49.46,1,0.03,3.06,128.07,Profit: 97.7%
2006-01-27,SBUX,BTC_PROFIT,15.12,5,0.12,59.87,83.68,Profit: 60.1%
2006-01-27,SLB,SELL_PUT,59.5,1,2.18,218.1,0.0,IV: 39.22%
2006-01-27,BLK,SELL_PUT,125.72,1,4.08,408.3,0.0,IV: 34.34%
2006-01-30,QCOM,BTC_PROFIT,45.21,1,0.37,37.41,55.84,Profit: 60.4%
2006-01-30,QCOM,SELL_PUT,46.36,1,1.23,122.76,0.0,IV: 28.30%
2006-01-31,TXN,BTC_PROFIT,32.4,2,0.16,31.75,70.37,Profit: 69.7%
2006-01-31,TXN,SELL_CALL,30.85,2,0.53,105.2,0.0,Covered Call
2006-02-01,CAT,BTC_PROFIT,59.37,1,0.07,7.26,121.77,Profit: 94.4%
2006-02-01,ADBE,BTC_PROFIT,36.22,2,0.39,77.89,227.81,Profit: 74.7%
2006-02-01,ADBE,SELL_PUT,38.26,2,1.0,200.34,0.0,IV: 30.27%
2006-02-01,CAT,SELL_PUT,66.09,1,1.83,182.67,0.0,IV: 29.05%
2006-02-03,AMD,BTC_PROFIT,33.89,2,0.47,93.77,173.67,Profit: 65.3%
2006-02-03,MRK,BTC_PROFIT,30.15,2,0.05,9.31,140.93,Profit: 93.9%
2006-02-03,AMD,SELL_PUT,36.15,2,1.86,371.2,0.0,IV: 52.95%
2006-02-03,SBUX,SELL_PUT,16.0,5,0.56,278.92,0.0,IV: 35.84%
2006-02-07,EOG,BTC_PROFIT,39.81,2,0.03,5.46,180.05,Profit: 97.1%
2006-02-07,EOG,SELL_CALL,40.92,2,1.09,218.51,0.0,Covered Call
2006-02-10,VRTX,BTC_PROFIT,32.45,2,0.44,88.41,127.34,Profit: 59.5%
2006-02-10,EOG,BTC_PROFIT,40.92,2,0.48,95.72,120.19,Profit: 56.2%
2006-02-10,EOG,SELL_CALL,38.36,2,1.03,205.64,0.0,Covered Call
2006-02-10,VRTX,SELL_PUT,33.54,2,1.32,263.29,0.0,IV: 40.90%
2006-02-21,BLK,BTC_PROFIT,125.72,1,0.88,87.51,319.49,Profit: 78.6%
2006-02-21,BLK,SELL_PUT,135.73,1,5.76,576.36,0.0,IV: 42.91%
2006-02-24,CAT,BTC_PROFIT,66.09,1,0.24,24.37,157.01,Profit: 86.7%
2006-02-24,MU,SELL_PUT,15.0,5,0.52,261.91,0.0,IV: 35.87%
2006-02-27,AMAT,EXPIRED_ASSIGNED,19.71,4,0.0,0.0,162.58,Assigned Shares
2006-02-27,AMAT,STOCK_BUY_ASSIGN,0.0,400,18.4,-735999.98,0.0,Bought at Strike 19.71
2006-02-27,QCOM,BTC_PROFIT,46.36,1,0.56,55.58,65.88,Profit: 54.7%
2006-02-27,AMD,BTC_PROFIT,36.15,2,0.65,129.47,239.13,Profit: 65.1%
2006-02-27,SBUX,BTC_PROFIT,16.0,5,0.08,37.66,234.76,Profit: 86.5%
2006-02-27,AMAT,SELL_CALL,19.79,4,0.34,134.56,0.0,Covered Call
2006-02-27,AMD,SELL_PUT,37.54,2,1.92,383.67,0.0,IV: 50.60%
2006-02-27,SBUX,SELL_PUT,17.15,4,0.55,221.0,0.0,IV: 36.32%
2006-02-27,DIS,SELL_PUT,26.72,3,0.71,211.87,0.0,IV: 28.30%
2006-03-06,INTC,EXPIRED_ASSIGNED,21.12,3,0.0,0.0,216.12,Assigned Shares
2006-03-06,INTC,STOCK_BUY_ASSIGN,0.0,300,20.3,-608999.98,0.0,Bought at Strike 21.12
2006-03-06,EOG,BTC_PROFIT,38.36,2,0.12,23.47,179.57,Profit: 88.6%
2006-03-06,VRTX,BTC_PROFIT,33.54,2,0.04,7.48,253.22,Profit: 97.2%
2006-03-06,INTC,SELL_CALL,21.22,3,0.27,80.55,0.0,Covered Call
2006-03-06,EOG,SELL_CALL,36.51,2,0.82,163.61,0.0,Covered Call
2006-03-06,VRTX,SELL_PUT,40.13,2,1.66,331.9,0.0,IV: 44.49%
2006-03-08,AMAT,BTC_PROFIT,19.79,4,0.13,51.03,78.34,Profit: 62.1%
2006-03-08,AMAT,SELL_CALL,19.05,4,0.34,134.67,0.0,Covered Call
2006-03-09,INTC,BTC_PROFIT,21.22,3,0.12,35.73,40.92,Profit: 55.6%
2006-03-09,INTC,SELL_CALL,20.65,3,0.26,76.83,0.0,Covered Call
2006-03-13,SLB,EXPIRED_ASSIGNED,59.5,1,0.0,0.0,217.45,Assigned Shares
2006-03-13,SLB,STOCK_BUY_ASSIGN,0.0,100,58.53,-585350.0,0.0,Bought at Strike 59.5
2006-03-13,SLB,SELL_CALL,63.56,1,1.32,132.16,0.0,Covered Call
2006-03-16,TXN,BTC_PROFIT,30.85,2,0.03,5.23,97.37,Profit: 95.0%
2006-03-16,TXN,SELL_CALL,32.43,2,0.67,134.54,0.0,Covered Call
2006-03-17,INTC,BTC_PROFIT,20.65,3,0.12,37.23,35.7,Profit: 51.5%
2006-03-17,INTC,SELL_CALL,20.43,3,0.21,64.23,0.0,Covered Call
2006-03-20,ADBE,EXPIRED_ASSIGNED,38.26,2,0.0,0.0,199.04,Assigned Shares
2006-03-20,ADBE,STOCK_BUY_ASSIGN,0.0,200,36.55,-730999.98,0.0,Bought at Strike 38.26
2006-03-20,ADBE,SELL_CALL,38.21,2,0.54,108.92,0.0,Covered Call
2006-03-22,BLK,BTC_PROFIT,135.73,1,2.86,286.48,288.58,Profit: 50.3%
2006-03-22,SBUX,BTC_PROFIT,17.15,4,0.1,39.16,176.64,Profit: 82.3%
2006-03-22,DIS,BTC_PROFIT,26.72,3,0.15,45.65,162.33,Profit: 78.5%
2006-03-22,BLK,SELL_PUT,131.93,1,4.2,419.93,0.0,IV: 33.97%
2006-03-22,QCOM,SELL_PUT,47.49,1,1.27,126.53,0.0,IV: 28.43%
2006-03-22,GS,SELL_PUT,144.92,1,3.14,313.61,0.0,IV: 25.18%
2006-03-27,ADBE,BTC_PROFIT,38.21,2,0.25,50.18,56.14,Profit: 53.9%
2006-03-27,ADBE,SELL_CALL,37.42,2,0.51,101.37,0.0,Covered Call
2006-03-29,BLK,BTC_PROFIT,131.93,1,1.54,154.44,264.19,Profit: 63.2%
2006-03-29,SBUX,SELL_PUT,18.1,4,0.37,147.13,0.0,IV: 22.21%
2006-03-30,GS,BTC_PROFIT,144.92,1,1.46,146.09,166.22,Profit: 53.4%
2006-03-30,GS,SELL_PUT,149.68,1,3.13,312.58,0.0,IV: 24.73%
2006-03-31,AMAT,BTC_PROFIT,19.05,4,0.06,22.04,107.43,Profit: 83.6%
2006-03-31,ADBE,BTC_PROFIT,37.42,2,0.23,45.17,53.6,Profit: 55.4%
2006-03-31,AMAT,SELL_CALL,18.48,4,0.31,123.61,0.0,Covered Call
2006-03-31,ADBE,SELL_CALL,36.54,2,0.46,91.51,0.0,Covered Call
2006-04-03,MU,BTC_PROFIT,15.0,5,0.16,81.56,173.86,Profit: 68.9%
2006-04-03,MU,SELL_PUT,14.59,5,0.47,236.12,0.0,IV: 34.39%
2006-04-06,GS,BTC_PROFIT,149.68,1,1.43,143.16,168.11,Profit: 54.2%
2006-04-06,GS,SELL_PUT,154.67,1,3.07,306.6,0.0,IV: 24.04%
2006-04-10,INTC,BTC_PROFIT,20.43,3,0.02,4.64,55.69,Profit: 92.8%
2006-04-10,INTC,SELL_CALL,20.04,3,0.16,46.58,0.0,Covered Call
2006-04-13,AMD,EXPIRED_ASSIGNED,37.54,2,0.0,0.0,382.37,Assigned Shares
2006-04-13,AMD,STOCK_BUY_ASSIGN,0.0,200,31.8,-635999.98,0.0,Bought at Strike 37.54
2006-04-13,AMD,SELL_CALL,35.49,2,0.98,196.69,0.0,Covered Call
2006-04-17,QCOM,BTC_PROFIT,47.49,1,0.12,12.26,112.97,Profit: 90.3%
2006-04-17,UNH,SELL_PUT,49.84,1,1.11,111.48,0.0,IV: 23.58%
2006-04-20,EOG,CALLED_AWAY,36.51,2,0.0,0.0,162.31,Shares Sold
2006-04-20,EOG,STOCK_SELL_CALL,0.0,200,38.33,766500.02,0.0,Sold at Strike 36.51
2006-04-20,VRTX,EXPIRED_ASSIGNED,40.13,2,0.0,0.0,330.6,Assigned Shares
2006-04-20,VRTX,STOCK_BUY_ASSIGN,0.0,200,39.26,-785199.97,0.0,Bought at Strike 40.13
2006-04-20,VRTX,SELL_CALL,45.01,2,1.33,266.96,0.0,Covered Call
2006-04-20,EOG,SELL_PUT,36.2,2,1.24,248.89,0.0,IV: 35.67%
2006-04-21,SBUX,BTC_PROFIT,18.1,4,0.06,23.71,118.22,Profit: 83.9%
2006-04-21,BLK,SELL_PUT,143.95,1,3.63,362.62,0.0,IV: 27.58%
2006-04-26,MU,BTC_PROFIT,14.59,5,0.06,28.47,201.15,Profit: 87.9%
2006-04-26,VRTX,BTC_PROFIT,45.01,2,0.35,70.34,194.02,Profit: 73.7%
2006-04-26,VRTX,SELL_CALL,39.92,2,1.25,249.94,0.0,Covered Call
2006-04-26,MU,SELL_PUT,15.87,5,0.52,260.09,0.0,IV: 34.65%
2006-04-27,SLB,CALLED_AWAY,63.56,1,0.0,0.0,131.51,Shares Sold
2006-04-27,SLB,STOCK_SELL_CALL,0.0,100,67.75,677500.0,0.0,Sold at Strike 63.56
2006-04-27,SLB,SELL_PUT,64.67,1,1.66,165.69,0.0,IV: 27.89%
2006-05-01,TXN,CALLED_AWAY,32.43,2,0.0,0.0,133.24,Shares Sold
2006-05-01,TXN,STOCK_SELL_CALL,0.0,200,34.38,687600.02,0.0,Sold at Strike 32.43
2006-05-01,AMAT,BTC_PROFIT,18.48,4,0.11,45.72,72.69,Profit: 63.0%
2006-05-01,SLB,BTC_PROFIT,64.67,1,0.79,78.77,85.62,Profit: 52.5%
2006-05-01,AMAT,SELL_CALL,18.78,4,0.31,125.28,0.0,Covered Call
2006-05-01,MSFT,SELL_PUT,22.94,3,0.77,230.93,0.0,IV: 35.20%
2006-05-01,SLB,SELL_PUT,67.92,1,1.78,178.46,0.0,IV: 28.31%
2006-05-03,GS,BTC_PROFIT,154.67,1,1.43,143.4,161.9,Profit: 53.2%
2006-05-03,TXN,SELL_PUT,33.23,2,0.77,153.46,0.0,IV: 26.24%
2006-05-04,ADBE,BTC_PROFIT,36.54,2,0.15,30.99,57.92,Profit: 66.1%
2006-05-04,ADBE,SELL_CALL,36.92,2,0.74,148.15,0.0,Covered Call
2006-05-10,AMD,BTC_PROFIT,35.49,2,0.44,87.87,106.22,Profit: 55.3%
2006-05-10,AMD,SELL_CALL,36.31,2,0.91,182.48,0.0,Covered Call
2006-05-11,ADBE,BTC_PROFIT,36.92,2,0.26,52.57,92.99,Profit: 64.5%
2006-05-11,ADBE,SELL_CALL,35.1,2,0.71,142.14,0.0,Covered Call
2006-05-12,INTC,BTC_PROFIT,20.04,3,0.05,15.97,26.71,Profit: 65.7%
2006-05-12,INTC,SELL_CALL,20.1,3,0.27,80.03,0.0,Covered Call
2006-05-15,AMD,BTC_PROFIT,36.31,2,0.45,89.32,90.56,Profit: 51.1%
2006-05-15,AMD,SELL_CALL,34.42,2,0.91,182.52,0.0,Covered Call
2006-05-17,ADBE,BTC_PROFIT,35.1,2,0.3,59.43,80.11,Profit: 58.2%
2006-05-17,ADBE,SELL_CALL,33.56,2,0.69,138.3,0.0,Covered Call
2006-05-19,VRTX,BTC_PROFIT,39.92,2,0.04,8.4,238.94,Profit: 96.6%
2006-05-19,INTC,BTC_PROFIT,20.1,3,0.1,31.41,44.72,Profit: 60.8%
2006-05-19,INTC,SELL_CALL,19.38,3,0.29,86.04,0.0,Covered Call
2006-05-19,VRTX,SELL_CALL,34.38,2,1.04,207.84,0.0,Covered Call
2006-05-22,ADBE,BTC_PROFIT,33.56,2,0.31,61.54,74.16,Profit: 55.5%
2006-05-22,ADBE,SELL_CALL,32.18,2,0.66,131.64,0.0,Covered Call
2006-05-24,AMAT,BTC_PROFIT,18.78,4,0.07,29.83,90.25,Profit: 76.2%
2006-05-24,AMAT,SELL_CALL,18.24,4,0.35,139.52,0.0,Covered Call
2006-05-30,ADBE,BTC_PROFIT,32.18,2,0.22,44.05,84.99,Profit: 66.5%
2006-05-30,ADBE,SELL_CALL,30.5,2,0.64,128.13,0.0,Covered Call
2006-05-31,MU,BTC_PROFIT,15.87,5,0.17,83.56,170.03,Profit: 67.9%
2006-05-31,MU,SELL_PUT,15.64,5,0.49,244.86,0.0,IV: 33.75%
2006-06-01,UNH,EXPIRED_ASSIGNED,49.84,1,0.0,0.0,110.83,Assigned Shares
2006-06-01,UNH,STOCK_BUY_ASSIGN,0.0,100,45.72,-457200.01,0.0,Bought at Strike 49.84
2006-06-01,UNH,SELL_CALL,50.11,1,1.07,106.71,0.0,Covered Call
2006-06-05,EOG,EXPIRED_ASSIGNED,36.2,2,0.0,0.0,247.59,Assigned Shares
2006-06-05,EOG,STOCK_BUY_ASSIGN,0.0,200,31.46,-629199.98,0.0,Bought at Strike 36.2
2006-06-05,BLK,EXPIRED_ASSIGNED,143.95,1,0.0,0.0,361.97,Assigned Shares
2006-06-05,BLK,STOCK_BUY_ASSIGN,0.0,100,135.49,-1354900.05,0.0,Bought at Strike 143.95
2006-06-05,BLK,SELL_CALL,145.75,1,2.97,296.66,0.0,Covered Call
2006-06-05,EOG,SELL_CALL,34.8,2,0.81,161.25,0.0,Covered Call
2006-06-07,AMD,BTC_PROFIT,34.42,2,0.09,17.03,162.9,Profit: 90.7%
2006-06-07,AMD,SELL_CALL,31.54,2,0.85,170.07,0.0,Covered Call
2006-06-09,EOG,BTC_PROFIT,34.8,2,0.4,79.57,79.09,Profit: 50.7%
2006-06-09,EOG,SELL_CALL,33.04,2,0.8,160.11,0.0,Covered Call
2006-06-12,INTC,BTC_PROFIT,19.38,3,0.0,0.54,81.6,Profit: 99.4%
2006-06-12,VRTX,BTC_PROFIT,34.38,2,0.4,80.65,124.59,Profit: 61.2%
2006-06-12,BLK,BTC_PROFIT,145.75,1,0.91,90.72,204.64,Profit: 69.4%
2006-06-12,AMD,BTC_PROFIT,31.54,2,0.3,60.82,106.65,Profit: 64.2%
2006-06-12,AMD,SELL_CALL,28.92,2,0.83,165.26,0.0,Covered Call
2006-06-12,INTC,SELL_CALL,17.8,3,0.23,68.13,0.0,Covered Call
2006-06-12,BLK,SELL_CALL,138.12,1,2.67,267.47,0.0,Covered Call
2006-06-12,VRTX,SELL_CALL,34.56,2,0.97,193.42,0.0,Covered Call
2006-06-13,BLK,BTC_PROFIT,138.12,1,1.17,117.36,148.81,Profit: 56.1%
2006-06-13,BLK,SELL_CALL,131.7,1,2.56,255.7,0.0,Covered Call
2006-06-15,MSFT,EXPIRED_ASSIGNED,22.94,3,0.0,0.0,228.98,Assigned Shares
2006-06-15,MSFT,STOCK_BUY_ASSIGN,0.0,300,22.07,-662099.99,0.0,Bought at Strike 22.94
2006-06-15,SLB,EXPIRED_ASSIGNED,67.92,1,0.0,0.0,177.81,Assigned Shares
2006-06-15,SLB,STOCK_BUY_ASSIGN,0.0,100,59.03,-590299.99,0.0,Bought at Strike 67.92
2006-06-15,MSFT,SELL_CALL,23.07,3,0.3,89.56,0.0,Covered Call
2006-06-15,SLB,SELL_CALL,64.1,1,1.49,149.35,0.0,Covered Call
2006-06-16,AMAT,BTC_PROFIT,18.24,4,0.04,16.4,117.92,Profit: 88.2%
2006-06-16,AMAT,SELL_CALL,17.37,4,0.34,134.09,0.0,Covered Call
2006-06-19,TXN,EXPIRED_ASSIGNED,33.23,2,0.0,0.0,152.16,Assigned Shares
2006-06-19,TXN,STOCK_BUY_ASSIGN,0.0,200,30.0,-600000.0,0.0,Bought at Strike 33.23
2006-06-19,SLB,BTC_PROFIT,64.1,1,0.69,68.57,79.48,Profit: 54.1%
2006-06-19,TXN,SELL_CALL,31.97,2,0.47,94.9,0.0,Covered Call
2006-06-19,SLB,SELL_CALL,61.28,1,1.35,134.88,0.0,Covered Call
2006-06-26,MU,BTC_PROFIT,15.64,5,0.24,117.6,120.76,Profit: 52.0%
2006-06-26,UNH,BTC_PROFIT,50.11,1,0.04,4.27,101.14,Profit: 96.0%
2006-06-26,UNH,SELL_CALL,47.44,1,0.77,77.31,0.0,Covered Call
2006-06-26,QCOM,SELL_PUT,37.46,2,1.4,280.79,0.0,IV: 39.93%
2006-06-28,TXN,BTC_PROFIT,31.97,2,0.21,42.67,49.63,Profit: 55.0%
2006-06-28,TXN,SELL_CALL,30.86,2,0.54,107.6,0.0,Covered Call
2006-07-05,ADBE,BTC_PROFIT,30.5,2,0.29,57.34,68.19,Profit: 55.3%
2006-07-05,AMD,BTC_PROFIT,28.92,2,0.03,5.18,157.49,Profit: 96.9%
2006-07-05,AMD,SELL_CALL,26.19,2,0.57,114.21,0.0,Covered Call
